addParking -member_E 2025-05-13 13:00 1.0 InflationService valetPark;
addParking -member_B 2025-05-15 12:00 3.0 locker umbrella;
addEvent -member_C 2025-05-12 10:00 1.0 battery cable;
addEvent -member_E 2025-05-12 15:00 1.0 locker umbrella;
bookEssentials -member_E 2025-05-13 15:00 1.0 battery valetPark;
addEvent -member_E 2025-05-10 09:00 3.0 battery cable;
bookEssentials -member_C 2025-05-10 14:00 4.0 locker;
addParking -member_E 2025-05-15 09:00 3.0 battery cable;
addParking -member_E 2025-05-14 14:00 2.0 InflationService valetPark;
addReservation -member_E 2025-05-15 11:00 1.0 battery cable;
addEvent -member_E 2025-05-12 11:00 8.0 locker umbrella;
addReservation -member_C 2025-05-13 11:00 2.0 battery cable;
addReservation -member_A 2025-05-15 09:00 2.0 locker umbrella;
addParking -member_C 2025-05-14 11:00 8.0 locker umbrella;
addEvent -member_A 2025-05-11 08:00 1.0 battery cable;
addEvent -member_A 2025-05-15 09:00 13.0 locker umbrella;
addParking -member_A 2025-05-14 11:00 3.0 locker umbrella;
addParking -member_A 2025-05-14 14:00 3.0 battery cable;
bookEssentials -member_C 2025-05-15 08:00 1.0 umbrella;
bookEssentials -member_A 2025-05-13 12:00 6.0 umbrella valetPark;
addReservation -member_A 2025-05-12 13:00 1.0 locker umbrella;
bookEssentials -member_B 2025-05-12 09:00 2.0 locker battery umbrella;
bookEssentials -member_D 2025-05-11 14:00 5.0 umbrella valetPark InflationService;
addEvent -member_A 2025-05-15 09:00 2.0 InflationService valetPark;
bookEssentials -member_D 2025-05-15 07:00 4.0 InflationService cable locker;
addEvent -member_B 2025-05-14 10:00 4.0 locker umbrella;
addEvent -member_E 2025-05-13 11:00 1.0 battery cable;
addParking -member_A 2025-05-14 13:00 3.0 battery cable;
addReservation -member_C 2025-05-13 11:00 5.0 InflationService valetPark;
addEvent -member_A 2025-05-12 13:00 1.0 InflationService valetPark;
addEvent -member_D 2025-05-14 10:00 4.0 InflationService valetPark;
bookEssentials -member_E 2025-05-15 14:00 1.0;
addReservation -member_A 2025-05-10 14:00 3.0 locker umbrella;
addParking -member_B 2025-05-10 09:00 1.0 battery cable;
addReservation -member_A 2025-05-13 14:00 2.0 battery cable;
addEvent -member_E 2025-05-15 14:00 2.0 locker umbrella;
bookEssentials -member_C 2025-05-10 08:00 5.0 cable umbrella battery;
addReservation -member_E 2025-05-14 15:00 1.0 InflationService valetPark;
addEvent -member_B 2025-05-13 13:00 1.0 battery cable;
addReservation -member_B 2025-05-10 10:00 2.0 InflationService valetPark;
addEvent -member_A 2025-05-10 14:00 1.0 locker umbrella;
addReservation -member_B 2025-05-14 14:00 2.0 battery cable;
addEvent -member_C 2025-05-11 10:00 1.0 battery cable;
addEvent -member_E 2025-05-15 13:00 2.0 InflationService valetPark;
addReservation -member_C 2025-05-12 09:00 2.0 battery cable;
addEvent -member_C 2025-05-12 13:00 1.0 locker umbrella;
addReservation -member_C 2025-05-12 14:00 1.0 InflationService valetPark;
addEvent -member_A 2025-05-13 12:00 5.0 InflationService valetPark;
addParking -member_E 2025-05-11 10:00 3.0 InflationService valetPark;
bookEssentials -member_A 2025-05-10 13:00 1.0 umbrella battery valetPark;
addReservation -member_C 2025-05-11 09:00 2.0 battery cable;
addReservation -member_E 2025-05-10 13:00 3.0 InflationService valetPark;
addEvent -member_B 2025-05-10 10:00 3.0 battery cable;
addEvent -member_E 2025-05-14 10:00 2.0 locker umbrella;
addReservation -member_A 2025-05-14 12:00 2.0 locker umbrella;
bookEssentials -member_A 2025-05-13 09:00 1.0;
bookEssentials -member_D 2025-05-13 10:00 4.0;
addParking -member_C 2025-05-14 10:00 1.0 battery cable;
addReservation -member_E 2025-05-14 10:00 1.0 InflationService valetPark;
addEvent -member_E 2025-05-12 13:00 8.0 locker umbrella;
addEvent -member_E 2025-05-11 09:00 1.0 battery cable;
addParking -member_B 2025-05-12 13:00 1.0 InflationService valetPark;
addReservation -member_D 2025-05-12 10:00 3.0 battery cable;
bookEssentials -member_C 2025-05-13 11:00 8.0 cable locker valetPark;
addReservation -member_C 2025-05-12 14:00 3.0 battery cable;
addReservation -member_A 2025-05-10 13:00 1.0 InflationService valetPark;
addParking -member_B 2025-05-12 10:00 1.0 battery cable;
addParking -member_E 2025-05-11 14:00 1.0 locker umbrella;
bookEssentials -member_A 2025-05-15 13:00 1.0 cable InflationService;
addParking -member_C 2025-05-11 14:00 2.0 battery cable;
addParking -member_E 2025-05-14 14:00 1.0 InflationService valetPark;
addReservation -member_C 2025-05-11 14:00 1.0 battery cable;
addReservation -member_E 2025-05-14 14:00 1.0 locker umbrella;
addEvent -member_C 2025-05-14 13:00 1.0 locker umbrella;
addParking -member_C 2025-05-10 13:00 5.0 InflationService valetPark;
addEvent -member_B 2025-05-14 15:00 2.0 battery cable;
bookEssentials -member_A 2025-05-13 12:00 2.0 battery;
bookEssentials -member_C 2025-05-14 08:00 1.0 InflationService;
addReservation -member_A 2025-05-11 10:00 3.0 locker umbrella;
addParking -member_E 2025-05-12 14:00 2.0 locker umbrella;
addEvent -member_D 2025-05-12 11:00 3.0 InflationService valetPark;
addEvent -member_E 2025-05-13 14:00 4.0 battery cable;
bookEssentials -member_D 2025-05-11 08:00 1.0 valetPark locker;
bookEssentials -member_E 2025-05-14 11:00 2.0 valetPark battery InflationService;
addReservation -member_D 2025-05-12 14:00 1.0 locker umbrella;
addReservation -member_D 2025-05-11 12:00 1.0 battery cable;
addReservation -member_C 2025-05-10 09:00 2.0 InflationService valetPark;
addEvent -member_B 2025-05-15 14:00 3.0 battery cable;
addReservation -member_D 2025-05-10 09:00 2.0 locker umbrella;
addEvent -member_E 2025-05-11 13:00 5.0 locker umbrella;
bookEssentials -member_D 2025-05-11 11:00 1.0;
bookEssentials -member_B 2025-05-13 13:00 1.0;
bookEssentials -member_D 2025-05-14 09:00 3.0 battery cable InflationService;
addReservation -member_A 2025-05-12 13:00 1.0 InflationService valetPark;
addReservation -member_C 2025-05-12 11:00 2.0 locker umbrella;
addReservation -member_A 2025-05-14 13:00 2.0 InflationService valetPark;
bookEssentials -member_E 2025-05-15 13:00 1.0 cable valetPark locker;
addReservation -member_E 2025-05-11 10:00 1.0 InflationService valetPark;
bookEssentials -member_C 2025-05-14 07:00 4.0 battery locker umbrella;
